43.5
54.5
47.5
45
46
50.5
48.5
43.5
50
44.5
50
51.5
52.5
50.5
38.5
39
48
49
50
50
42.5
44
41
42
50.5
51
46.5
52
45.5
42
50.5
40
40
48.5
39.5
43.5
49.5
40
54
48.5
45
45
43
46
52
55.5
44.5
47.5
46
37.5
45
39.5
41
49
53
44.5
47
47.5
44
44.5
46.5
50
44.5
53.5
56.5
48
50
52
37.5
48
48.5
47.5
48.5
41
48.5
56.5
47.5
47.5
47
49.5
47
49
39.5
44.5
56.5
49.5
44
49
50.5
46
43
51.5
48
42
47
47
48.5
44
44
48
