0.11
0.095
0.13
0.08
0.16
0.115
0.09
0.06
0.11
0.1
0.095
0.095
0.08
0.1
0.095
0.105
0.05
0.085
0.05
0.12
0.045
0.11
0.125
0.095
0.07
0.105
0.095
0.09
0.085
0.145
0.135
0.095
0.095
0.065
0.095
0.08
0.145
0.15
0.13
0.115
0.095
