0.5,0,1,1,0
0.5,0,1,1,0
0.5,0,1,1,0
0.5,0,1,1,0
0.425,0,1,0.85,0.15
0.4875,0,1,0.975,0.025
0.5,0,1,1,0
0.5,0,1,1,0
0.5,0,1,1,0
0.475,0,1,0.95,0.05
0.5,0,1,1,0
0.475,0,1,0.95,0.05
0.3125,0.15,0.85,0.475,0.525
0.425,0.025,0.975,0.825,0.175
0.5,0,1,1,0
0.5,0,1,1,0
0.325,0.25,0.75,0.4,0.6
0.5,1,0,0,1
0.475,0,1,0.95,0.05
0.5,0,1,1,0
0.525,0.15,0.85,0.9,0.1
0.5,0,1,1,0
0.4875,0,1,0.975,0.025
0.5,0,1,1,0
0.275,0.05,0.95,0.5,0.5
0.325,0.25,0.75,0.4,0.6
0.4875,0,1,0.975,0.025
0.35,0.05,0.95,0.65,0.35
0.5,0,1,1,0
0.5,0,1,1,0
0.3875,0,1,0.775,0.225
0.45,0,1,0.9,0.1
0.5,0,1,1,0
0.3375,0,1,0.675,0.325
0.4875,0.025,0.975,0.95,0.05
0.475,0,1,0.95,0.05
0.3625,0.025,0.975,0.7,0.3
0.4875,0,1,0.975,0.025
0.5,0,1,1,0
0.5,0,1,1,0
0.4875,0,1,0.975,0.025
0.4875,0,1,0.975,0.025
0.5,0,1,1,0
0.475,0,1,0.95,0.05
0.3375,0,1,0.675,0.325
0.5,0,1,1,0
0.5,0,1,1,0
0.4375,0,1,0.875,0.125
0.5,0,1,1,0
0.475,0,1,0.95,0.05
0.5,0,1,1,0
0.2625,0.15,0.85,0.375,0.625
0.4,0.025,0.975,0.775,0.225
0.45,0,1,0.9,0.1
0.275,0.025,0.975,0.525,0.475
0.475,0,1,0.95,0.05
0.4125,0.025,0.975,0.8,0.2
0.5,0,1,1,0
0.4875,0,1,0.975,0.025
0.475,0,1,0.95,0.05
0.5,0,1,1,0
0.4875,0,1,0.975,0.025
0.5,0,1,1,0
0.5,0,1,1,0
