0.135
0.155
0.205
0.105
0.105
0.1
0.105
0.1
0.105
0.175
0.12
0.16
0.175
0.14
0.1
0.14
0.14
0.22
0.095
0.12
0.11
0.1
0.18
0.165
0.1
0.105
0.135
0.1
0.12
0.1
0.25
0.225
0.15
0.125
0.105
0.155
0.1
0.105
0.1
0.17
0.185
0.095
0.1
0.1
0.09
0.13
0.115
0.1
0.11
0.165
0.125
0.13
0.115
0.12
0.11
0.1
0.165
0.1
0.12
0.09
0.18
0.1
0.1
0.105
0.1
0.1
0.14
0.1
0.135
0.17
0.115
0.105
0.105
0.11
0.145
0.1
0.1
0.14
0.105
0.165
0.105
0.12
0.245
0.1
0.165
0.13
0.11
0.145
0.145
0.1
0.16
0.09
0.1
0.1
0.18
0.1
0.175
0.145
0.205
0.12
